"","keyword","Año","Universidad","area","frec_universidad","frec_biomedica"
"410","evoked potentials",2016,"UV","Bioinstrumentation/Biomedical electronics",11,31
"411","evoked potentials",2019,"UV","Bioinstrumentation/Biomedical electronics",21,23
"412","evoked potentials",2019,"UV","Bioinstrumentation/Biomedical electronics",21,23
"413","evoked potentials",2017,"UV","Bioinstrumentation/Biomedical electronics",8,17
"414","evoked potentials",2018,"UV","Bioinstrumentation/Biomedical electronics",12,23
"415","evoked potentials",2019,"UV","Bioinstrumentation/Biomedical electronics",21,23
"416","evoked potentials",2019,"UV","Bioinstrumentation/Biomedical electronics",21,23
"417","evolutionary history",2020,"USACH","Bioinformatics/Genetic engineering",8,10
"418","face recognition",2021,"UdeC","Biomechanics",2,6
"419","face recognition",2011,"UdeC","Biomechanics",2,2
"420","face recognition",2018,"UdeC","Biomechanics",2,2
"421","face recognition",2021,"UdeC","Biomechanics",2,6
"422","face recognition",2008,"UdeC","Biomechanics",2,2
"423","face recognition",2017,"UdeC","Biomechanics",2,11
"424","face recognition",2014,"UdeC","Biomechanics",2,4
"425","face recognition",2018,"UdeC","Biomechanics",2,2
"426","face recognition",2011,"UdeC","Biomechanics",2,2
"427","face recognition",2017,"UdeC","Biomechanics",2,11
"428","face recognition",2008,"UdeC","Biomechanics",2,2
"429","face recognition",2014,"UdeC","Biomechanics",2,4
"430","face recognition",2009,"UdeC","Biomechanics",1,1
"431","flow velocity",2021,"UV","Biofluids",10,26
"432","flow velocity",2021,"USACH","Biofluids",16,26
"433","flow velocity",2022,"USACH","Biofluids",14,50
"434","flow velocity",2022,"USACH","Biofluids",14,50
"435","flow velocity",2011,"UV","Biofluids",2,2
"436","flow velocity",2022,"UV","Biofluids",36,50
"437","flow velocity",2022,"UV","Biofluids",36,50
"438","flow velocity",2022,"UV","Biofluids",36,50
"439","flow velocity",2021,"UV","Biofluids",10,26
"440","flow velocity",2021,"USACH","Biofluids",16,26
"441","flow velocity",2020,"USACH","Biofluids",5,9
"442","flow velocity",2022,"UV","Biofluids",36,50
"443","flow velocity",2022,"USACH","Biofluids",14,50
"444","flow velocity",2022,"USACH","Biofluids",14,50
"445","flow velocity",2020,"USACH","Biofluids",5,9
"446","fluid mechanics",2018,"UdeC","Biofluids",2,2
"447","fluid mechanics",2018,"UdeC","Biofluids",2,2
"448","functional magnetic resonance imaging",2016,"UV","Medical Imaging",16,45
"449","functional magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"450","functional magnetic resonance imaging",2017,"UV","Medical Imaging",9,30
"451","functional magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"452","functional magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"453","functional magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"454","functional magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"455","functional magnetic resonance imaging",2016,"UV","Medical Imaging",16,45
"456","functional magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"457","functional magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"458","functional magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"459","functional magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"460","functional magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"461","functional magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"462","genetic analysis",2022,"USACH","Bioinformatics/Genetic engineering",6,11
"463","genetic database",2020,"USACH","Bioinformatics/Genetic engineering",8,10
"464","genetics",2021,"USACH","Bioinformatics/Genetic engineering",9,14
"465","genetics",2020,"USACH","Bioinformatics/Genetic engineering",8,10
"466","genetics",2021,"USACH","Bioinformatics/Genetic engineering",9,14
"467","genome analysis",2019,"UdeC","Bioinformatics/Genetic engineering",3,3
"468","haemodynamics",2021,"USACH","Biofluids",16,26
"469","haemodynamics",2022,"UV","Biofluids",36,50
"470","haemodynamics",2021,"USACH","Biofluids",16,26
"471","haemodynamics",2022,"UV","Biofluids",36,50
"472","haemodynamics",2021,"USACH","Biofluids",16,26
"473","health informations",2021,"USACH","Medical Informatics",1,2
"474","health informations",2017,"UdeC","Medical Informatics",6,8
"475","health security",2018,"UV","Clinical engineering",1,1
"476","healthy organization",2021,"USACH","Clinical engineering",3,3
"477","heart hemodynamics",2021,"UV","Biofluids",10,26
"478","heart hemodynamics",2022,"UV","Biofluids",36,50
"479","hemodynamics",2022,"UV","Biofluids",36,50
"480","hemodynamics",2022,"UV","Biofluids",36,50
"481","hemodynamics",2021,"USACH","Biofluids",16,26
"482","hemodynamics",2020,"UV","Biofluids",4,9
"483","hemodynamics",2022,"UV","Biofluids",36,50
"484","hemodynamics",2021,"USACH","Biofluids",16,26
"485","hemodynamics",2022,"UV","Biofluids",36,50
"486","hemodynamics",2022,"UV","Biofluids",36,50
"487","hemodynamics",2021,"UV","Biofluids",10,26
"488","hemodynamics",2021,"UV","Biofluids",10,26
"489","hemodynamics",2022,"USACH","Biofluids",14,50
"490","hemodynamics",2022,"UV","Biofluids",36,50
"491","hemodynamics",2022,"UV","Biofluids",36,50
"492","hemodynamics",2022,"UV","Biofluids",36,50
"493","hemodynamics",2022,"UV","Biofluids",36,50
"494","hemodynamics",2022,"UV","Biofluids",36,50
"495","hemodynamics",2022,"UV","Biofluids",36,50
"496","hemodynamics",2022,"UV","Biofluids",36,50
"497","hemodynamics",2020,"UV","Biofluids",4,9
"498","hemodynamics",2022,"USACH","Biofluids",14,50
"499","hemodynamics",2021,"USACH","Biofluids",16,26
"500","hemodynamics",2022,"USACH","Biofluids",14,50
"501","hemodynamics",2022,"UV","Biofluids",36,50
"502","hemodynamics",2022,"UV","Biofluids",36,50
"503","hemodynamics",2020,"UV","Biofluids",4,9
"504","hemodynamics",2022,"UV","Biofluids",36,50
"505","hemodynamics",2021,"USACH","Biofluids",16,26
"506","hemodynamics",2021,"UV","Biofluids",10,26
"507","hemodynamics",2021,"USACH","Biofluids",16,26
"508","hemodynamics",2020,"UV","Biofluids",4,9
"509","hemodynamics",2022,"UV","Biofluids",36,50
"510","hemodynamics",2021,"USACH","Biofluids",16,26
"511","hemodynamics",2022,"USACH","Biofluids",14,50
"512","hemodynamics",2022,"UV","Biofluids",36,50
"513","hemodynamics",2022,"UV","Biofluids",36,50
"514","hemodynamics",2021,"UV","Biofluids",10,26
"515","hemodynamics",2022,"UV","Biofluids",36,50
"516","hemodynamics",2022,"UV","Biofluids",36,50
"517","hemodynamics",2021,"UV","Biofluids",10,26
"518","histological analysis",2020,"USACH","Cellular and tissue engineering",1,1
"519","histological analysis",2022,"UV","Cellular and tissue engineering",2,2
"520","hl7",2014,"UV","Medical Informatics",1,1
"521","home care",2018,"UV","Bioinstrumentation/Biomedical electronics",12,23
"522","home care",2018,"UV","Bioinstrumentation/Biomedical electronics",12,23
"523","home care",2018,"UV","Bioinstrumentation/Biomedical electronics",12,23
"524","home care",2018,"UV","Bioinstrumentation/Biomedical electronics",12,23
"525","home care",2018,"UV","Bioinstrumentation/Biomedical electronics",12,23
"526","home care",2018,"UV","Bioinstrumentation/Biomedical electronics",12,23
"527","home care",2016,"UV","Bioinstrumentation/Biomedical electronics",11,31
"528","hospital data processing",2021,"UV","Medical Informatics",1,2
"529","hospital information system",2011,"UV","Medical Informatics",1,2
"530","human computer interaction",2020,"UV","Bioinstrumentation/Biomedical electronics",8,11
"531","human tissue",2012,"UV","Cellular and tissue engineering",2,3
"532","human tissue",2012,"UV","Cellular and tissue engineering",2,3
"533","human tissue",2012,"UdeC","Cellular and tissue engineering",1,3
"534","human tissue",2017,"UdeC","Cellular and tissue engineering",1,1
"535","implantable biomedical devices",2015,"UdeC","Bioinstrumentation/Biomedical electronics",16,16
"536","implantable biomedical devices",2012,"UdeC","Bioinstrumentation/Biomedical electronics",2,2
"537","implantable biomedical devices",2015,"UdeC","Bioinstrumentation/Biomedical electronics",16,16
"538","implantable biomedical devices",2012,"UdeC","Bioinstrumentation/Biomedical electronics",2,2
"539","magnetic resonance",2022,"UV","Medical Imaging",91,106
"540","magnetic resonance",2011,"UdeC","Medical Imaging",7,7
"541","magnetic resonance",2010,"UV","Medical Imaging",7,7
"542","magnetic resonance",2010,"UV","Medical Imaging",7,7
"543","magnetic resonance",2012,"UV","Medical Imaging",12,14
"544","magnetic resonance",2020,"UV","Medical Imaging",58,65
"545","magnetic resonance",2019,"UdeC","Medical Imaging",22,70
"546","magnetic resonance",2022,"UV","Medical Imaging",91,106
"547","magnetic resonance",2019,"UV","Medical Imaging",48,70
"548","magnetic resonance",2019,"UV","Medical Imaging",48,70
"549","magnetic resonance",2013,"UdeC","Medical Imaging",14,14
"550","magnetic resonance",2022,"UV","Medical Imaging",91,106
"551","magnetic resonance",2015,"UdeC","Medical Imaging",12,26
"552","magnetic resonance",2012,"UV","Medical Imaging",12,14
"553","magnetic resonance",2019,"UdeC","Medical Imaging",22,70
"554","magnetic resonance",2014,"UdeC","Medical Imaging",7,10
"555","magnetic resonance",2022,"UV","Medical Imaging",91,106
"556","magnetic resonance",2022,"UV","Medical Imaging",91,106
"557","magnetic resonance",2015,"UV","Medical Imaging",14,26
"558","magnetic resonance",2016,"UdeC","Medical Imaging",29,45
"559","magnetic resonance",2019,"UV","Medical Imaging",48,70
"560","magnetic resonance",2011,"UdeC","Medical Imaging",7,7
"561","magnetic resonance",2022,"UdeC","Medical Imaging",15,106
"562","magnetic resonance",2022,"UV","Medical Imaging",91,106
"563","magnetic resonance",2016,"UdeC","Medical Imaging",29,45
"564","magnetic resonance",2022,"UV","Medical Imaging",91,106
"565","magnetic resonance",2021,"UV","Medical Imaging",45,62
"566","magnetic resonance",2022,"UV","Medical Imaging",91,106
"567","magnetic resonance",2021,"UV","Medical Imaging",45,62
"568","magnetic resonance",2012,"UV","Medical Imaging",12,14
"569","magnetic resonance",2021,"UdeC","Medical Imaging",17,62
"570","magnetic resonance",2017,"UdeC","Medical Imaging",21,30
"571","magnetic resonance",2022,"UdeC","Medical Imaging",15,106
"572","magnetic resonance",2020,"UV","Medical Imaging",58,65
"573","magnetic resonance",2022,"UV","Medical Imaging",91,106
"574","magnetic resonance",2021,"UdeC","Medical Imaging",17,62
"575","magnetic resonance",2019,"UV","Medical Imaging",48,70
"576","magnetic resonance",2022,"UV","Medical Imaging",91,106
"577","magnetic resonance",2019,"UV","Medical Imaging",48,70
"578","magnetic resonance",2021,"UV","Medical Imaging",45,62
"579","magnetic resonance",2016,"UdeC","Medical Imaging",29,45
"580","magnetic resonance",2016,"UV","Medical Imaging",16,45
"581","magnetic resonance",2021,"UV","Medical Imaging",45,62
"582","magnetic resonance",2007,"UV","Medical Imaging",9,9
"583","magnetic resonance",2022,"UV","Medical Imaging",91,106
"584","magnetic resonance",2021,"UV","Medical Imaging",45,62
"585","magnetic resonance",2016,"UdeC","Medical Imaging",29,45
"586","magnetic resonance",2018,"UdeC","Medical Imaging",4,7
"587","magnetic resonance",2022,"UV","Medical Imaging",91,106
"588","magnetic resonance",2017,"UV","Medical Imaging",9,30
"589","magnetic resonance",2022,"UV","Medical Imaging",91,106
"590","magnetic resonance",2020,"UV","Medical Imaging",58,65
"591","magnetic resonance",2020,"UdeC","Medical Imaging",7,65
"592","magnetic resonance",2020,"UV","Medical Imaging",58,65
"593","magnetic resonance",2022,"UV","Medical Imaging",91,106
"594","magnetic resonance",2016,"UV","Medical Imaging",16,45
"595","magnetic resonance",2022,"UV","Medical Imaging",91,106
"596","magnetic resonance",2021,"UV","Medical Imaging",45,62
"597","magnetic resonance",2020,"UV","Medical Imaging",58,65
"598","magnetic resonance",2022,"UV","Medical Imaging",91,106
"599","magnetic resonance",2013,"UdeC","Medical Imaging",14,14
"600","magnetic resonance",2020,"UV","Medical Imaging",58,65
"601","magnetic resonance",2020,"UV","Medical Imaging",58,65
"602","magnetic resonance",2019,"UV","Medical Imaging",48,70
"603","magnetic resonance",2016,"UV","Medical Imaging",16,45
"604","magnetic resonance",2019,"UdeC","Medical Imaging",22,70
"605","magnetic resonance",2021,"UV","Medical Imaging",45,62
"606","magnetic resonance",2020,"UV","Medical Imaging",58,65
"607","magnetic resonance",2019,"UV","Medical Imaging",48,70
"608","magnetic resonance",2022,"UV","Medical Imaging",91,106
"609","magnetic resonance",2016,"UdeC","Medical Imaging",29,45
"610","magnetic resonance",2022,"UV","Medical Imaging",91,106
"611","magnetic resonance",2022,"UV","Medical Imaging",91,106
"612","magnetic resonance",2022,"UV","Medical Imaging",91,106
"613","magnetic resonance",2007,"UV","Medical Imaging",9,9
"614","magnetic resonance",2021,"UdeC","Medical Imaging",17,62
"615","magnetic resonance",2012,"UV","Medical Imaging",12,14
"616","magnetic resonance",2016,"UV","Medical Imaging",16,45
"617","magnetic resonance",2022,"UV","Medical Imaging",91,106
"618","magnetic resonance",2010,"UV","Medical Imaging",7,7
"619","magnetic resonance",2017,"UdeC","Medical Imaging",21,30
"620","magnetic resonance",2020,"UV","Medical Imaging",58,65
"621","magnetic resonance",2019,"UV","Medical Imaging",48,70
"622","magnetic resonance",2022,"UdeC","Medical Imaging",15,106
"623","magnetic resonance",2020,"UV","Medical Imaging",58,65
"624","magnetic resonance",2016,"UV","Medical Imaging",16,45
"625","magnetic resonance",2019,"UV","Medical Imaging",48,70
"626","magnetic resonance",2011,"UdeC","Medical Imaging",7,7
"627","magnetic resonance",2022,"UV","Medical Imaging",91,106
"628","magnetic resonance",2020,"UV","Medical Imaging",58,65
"629","magnetic resonance",2021,"UV","Medical Imaging",45,62
"630","magnetic resonance",2022,"UV","Medical Imaging",91,106
"631","magnetic resonance",2019,"UV","Medical Imaging",48,70
"632","magnetic resonance",2022,"UV","Medical Imaging",91,106
"633","magnetic resonance",2022,"UV","Medical Imaging",91,106
"634","magnetic resonance",2021,"UdeC","Medical Imaging",17,62
"635","magnetic resonance",2016,"UV","Medical Imaging",16,45
"636","magnetic resonance",2021,"UV","Medical Imaging",45,62
"637","magnetic resonance",2022,"UV","Medical Imaging",91,106
"638","magnetic resonance",2021,"UV","Medical Imaging",45,62
"639","magnetic resonance",2007,"UV","Medical Imaging",9,9
"640","magnetic resonance",2020,"UV","Medical Imaging",58,65
"641","magnetic resonance",2019,"UV","Medical Imaging",48,70
"642","magnetic resonance",2022,"UV","Medical Imaging",91,106
"643","magnetic resonance",2017,"UdeC","Medical Imaging",21,30
"644","magnetic resonance",2019,"UV","Medical Imaging",48,70
"645","magnetic resonance",2022,"UV","Medical Imaging",91,106
"646","magnetic resonance",2021,"UV","Medical Imaging",45,62
"647","magnetic resonance",2021,"UV","Medical Imaging",45,62
"648","magnetic resonance",2017,"UV","Medical Imaging",9,30
"649","magnetic resonance",2019,"UdeC","Medical Imaging",22,70
"650","magnetic resonance",2020,"UdeC","Medical Imaging",7,65
"651","magnetic resonance",2017,"UV","Medical Imaging",9,30
"652","magnetic resonance",2021,"UV","Medical Imaging",45,62
"653","magnetic resonance",2021,"UV","Medical Imaging",45,62
"654","magnetic resonance",2016,"UdeC","Medical Imaging",29,45
"655","magnetic resonance",2019,"UdeC","Medical Imaging",22,70
"656","magnetic resonance",2020,"UV","Medical Imaging",58,65
"657","magnetic resonance",2017,"UdeC","Medical Imaging",21,30
"658","magnetic resonance",2021,"UV","Medical Imaging",45,62
"659","magnetic resonance",2013,"UdeC","Medical Imaging",14,14
"660","magnetic resonance",2021,"UV","Medical Imaging",45,62
"661","magnetic resonance",2021,"UV","Medical Imaging",45,62
"662","magnetic resonance",2016,"UdeC","Medical Imaging",29,45
"663","magnetic resonance",2019,"UV","Medical Imaging",48,70
"664","magnetic resonance",2016,"UdeC","Medical Imaging",29,45
"665","magnetic resonance",2020,"UV","Medical Imaging",58,65
"666","magnetic resonance",2014,"UV","Medical Imaging",3,10
"667","magnetic resonance",2015,"UV","Medical Imaging",14,26
"668","magnetic resonance",2021,"UV","Medical Imaging",45,62
"669","magnetic resonance",2022,"UdeC","Medical Imaging",15,106
"670","magnetic resonance",2019,"UdeC","Medical Imaging",22,70
"671","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"672","magnetic resonance imaging",2010,"UV","Medical Imaging",7,7
"673","magnetic resonance imaging",2021,"UdeC","Medical Imaging",17,62
"674","magnetic resonance imaging",2016,"UV","Medical Imaging",16,45
"675","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"676","magnetic resonance imaging",2020,"UdeC","Medical Imaging",7,65
"677","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"678","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"679","magnetic resonance imaging",2015,"UdeC","Medical Imaging",12,26
"680","magnetic resonance imaging",2016,"UV","Medical Imaging",16,45
"681","magnetic resonance imaging",2021,"UdeC","Medical Imaging",17,62
"682","magnetic resonance imaging",2018,"UdeC","Medical Imaging",4,7
"683","magnetic resonance imaging",2019,"UdeC","Medical Imaging",22,70
"684","magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"685","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"686","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"687","magnetic resonance imaging",2010,"UV","Medical Imaging",7,7
"688","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"689","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"690","magnetic resonance imaging",2007,"UV","Medical Imaging",9,9
"691","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"692","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"693","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"694","magnetic resonance imaging",2021,"UdeC","Medical Imaging",17,62
"695","magnetic resonance imaging",2019,"UdeC","Medical Imaging",22,70
"696","magnetic resonance imaging",2016,"UV","Medical Imaging",16,45
"697","magnetic resonance imaging",2017,"UdeC","Medical Imaging",21,30
"698","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"699","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"700","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"701","magnetic resonance imaging",2015,"UV","Medical Imaging",14,26
"702","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"703","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"704","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"705","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"706","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"707","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"708","magnetic resonance imaging",2007,"UV","Medical Imaging",9,9
"709","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"710","magnetic resonance imaging",2014,"UV","Medical Imaging",3,10
"711","magnetic resonance imaging",2016,"UV","Medical Imaging",16,45
"712","magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"713","magnetic resonance imaging",2022,"UdeC","Medical Imaging",15,106
"714","magnetic resonance imaging",2013,"UdeC","Medical Imaging",14,14
"715","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"716","magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"717","magnetic resonance imaging",2021,"UdeC","Medical Imaging",17,62
"718","magnetic resonance imaging",2014,"UdeC","Medical Imaging",7,10
"719","magnetic resonance imaging",2011,"UdeC","Medical Imaging",7,7
"720","magnetic resonance imaging",2015,"UV","Medical Imaging",14,26
"721","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"722","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"723","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"724","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"725","magnetic resonance imaging",2019,"UdeC","Medical Imaging",22,70
"726","magnetic resonance imaging",2016,"UV","Medical Imaging",16,45
"727","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"728","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"729","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"730","magnetic resonance imaging",2012,"UV","Medical Imaging",12,14
"731","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"732","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"733","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"734","magnetic resonance imaging",2019,"UdeC","Medical Imaging",22,70
"735","magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"736","magnetic resonance imaging",2017,"UdeC","Medical Imaging",21,30
"737","magnetic resonance imaging",2012,"UV","Medical Imaging",12,14
"738","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"739","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"740","magnetic resonance imaging",2012,"UV","Medical Imaging",12,14
"741","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"742","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"743","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"744","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"745","magnetic resonance imaging",2012,"UV","Medical Imaging",12,14
"746","magnetic resonance imaging",2017,"UV","Medical Imaging",9,30
"747","magnetic resonance imaging",2017,"UV","Medical Imaging",9,30
"748","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"749","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"750","magnetic resonance imaging",2017,"UV","Medical Imaging",9,30
"751","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"752","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"753","magnetic resonance imaging",2007,"UV","Medical Imaging",9,9
"754","magnetic resonance imaging",2020,"UdeC","Medical Imaging",7,65
"755","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"756","magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"757","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"758","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"759","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"760","magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"761","magnetic resonance imaging",2011,"UdeC","Medical Imaging",7,7
"762","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"763","magnetic resonance imaging",2019,"UdeC","Medical Imaging",22,70
"764","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"765","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"766","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"767","magnetic resonance imaging",2016,"UV","Medical Imaging",16,45
"768","magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"769","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"770","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"771","magnetic resonance imaging",2016,"UdeC","Medical Imaging",29,45
"772","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"773","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"774","magnetic resonance imaging",2019,"UdeC","Medical Imaging",22,70
"775","magnetic resonance imaging",2022,"UdeC","Medical Imaging",15,106
"776","magnetic resonance imaging",2017,"UdeC","Medical Imaging",21,30
"777","magnetic resonance imaging",2013,"UdeC","Medical Imaging",14,14
"778","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"779","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"780","magnetic resonance imaging",2019,"UV","Medical Imaging",48,70
"781","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"782","magnetic resonance imaging",2020,"UV","Medical Imaging",58,65
"783","magnetic resonance imaging",2022,"UdeC","Medical Imaging",15,106
"784","magnetic resonance imaging",2022,"UdeC","Medical Imaging",15,106
"785","magnetic resonance imaging",2011,"UdeC","Medical Imaging",7,7
"786","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"787","magnetic resonance imaging",2013,"UdeC","Medical Imaging",14,14
"788","magnetic resonance imaging",2021,"UV","Medical Imaging",45,62
"789","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"790","magnetic resonance imaging",2022,"UV","Medical Imaging",91,106
"791","mammography",2018,"UV","Medical Imaging",3,7
"792","mechanical engineering",2010,"UV","Biomechanics",6,6
"793","mechanical ventilator",2010,"UV","Bioinstrumentation/Biomedical electronics",5,6
"794","medical computing",2020,"UdeC","Medical Informatics",3,6
"795","medical computing",2022,"UV","Medical Informatics",4,4
"796","medical computing",2020,"UV","Medical Informatics",3,6
"797","medical computing",2022,"UV","Medical Informatics",4,4
"798","medical computing",2012,"UdeC","Medical Informatics",5,5
"799","medical computing",2020,"UV","Medical Informatics",3,6
"800","medical computing",2015,"UV","Medical Informatics",12,13
"801","medical computing",2017,"UdeC","Medical Informatics",6,8
"802","medical computing",2015,"UV","Medical Informatics",12,13
"803","medical computing",2020,"UV","Medical Informatics",3,6
"804","medical computing",2011,"UdeC","Medical Informatics",1,2
"805","medical computing",2015,"UdeC","Medical Informatics",1,13
"806","medical device",2016,"UV","Bioinstrumentation/Biomedical electronics",11,31
"807","medical devices",2013,"UV","Bioinstrumentation/Biomedical electronics",6,35
"808","medical equipment",2014,"UdeC","Bioinstrumentation/Biomedical electronics",7,7
"809","medical equipment",2010,"UV","Bioinstrumentation/Biomedical electronics",5,6
"810","medical equipment",2014,"UdeC","Bioinstrumentation/Biomedical electronics",7,7
"811","medical image segmentation",2022,"UV","Medical Imaging",91,106
"812","medical imaging",2007,"UV","Medical Imaging",9,9
"813","medical imaging",2010,"UV","Medical Imaging",7,7
"814","medical imaging",2019,"UV","Medical Imaging",48,70
"815","medical imaging",2022,"UV","Medical Imaging",91,106
"816","medical imaging",2019,"UdeC","Medical Imaging",22,70
"817","medical imaging",2015,"UV","Medical Imaging",14,26
"818","medical imaging",2007,"UV","Medical Imaging",9,9
"819","medical imaging",2022,"UV","Medical Imaging",91,106
"820","medical imaging",2017,"UdeC","Medical Imaging",21,30
"821","medical imaging",2015,"UdeC","Medical Imaging",12,26
"822","medical imaging",2019,"UdeC","Medical Imaging",22,70
"823","medical imaging",2008,"UdeC","Medical Imaging",9,9
"824","medical imaging",2022,"UV","Medical Imaging",91,106
"825","medical imaging",2019,"UdeC","Medical Imaging",22,70
"826","medical imaging",2021,"UdeC","Medical Imaging",17,62
"827","medical imaging",2012,"UdeC","Medical Imaging",2,14
"828","medical imaging",2022,"UV","Medical Imaging",91,106
"829","medical imaging",2007,"UV","Medical Imaging",9,9
"830","medical imaging",2019,"UV","Medical Imaging",48,70
"831","medical imaging",2017,"UdeC","Medical Imaging",21,30
"832","medical imaging",2020,"UV","Medical Imaging",58,65
"833","medical imaging",2020,"UV","Medical Imaging",58,65
"834","medical imaging",2015,"UdeC","Medical Imaging",12,26
"835","medical imaging",2021,"UdeC","Medical Imaging",17,62
"836","medical imaging",2010,"UV","Medical Imaging",7,7
"837","medical imaging",2022,"UV","Medical Imaging",91,106
"838","medical imaging",2020,"UV","Medical Imaging",58,65
"839","medical imaging",2022,"UV","Medical Imaging",91,106
"840","medical imaging",2018,"UV","Medical Imaging",3,7
"841","medical imaging",2022,"UV","Medical Imaging",91,106
"842","medical imaging",2019,"UdeC","Medical Imaging",22,70
"843","medical informatics",2015,"UV","Medical Informatics",12,13
"844","medical informatics",2015,"UV","Medical Informatics",12,13
"845","medical informatics",2017,"UdeC","Medical Informatics",6,8
"846","medical informatics",2020,"UdeC","Medical Informatics",3,6
"847","medical informatics",2017,"UdeC","Medical Informatics",6,8
"848","medical informatics",2017,"UdeC","Medical Informatics",6,8
"849","medical informatics",2017,"UdeC","Medical Informatics",6,8
"850","medical instrumentation",2008,"UV","Bioinstrumentation/Biomedical electronics",1,5
"851","microarray analysis",2011,"UV","Bioinformatics/Genetic engineering",3,3
"852","microfluidics",2009,"UV","Biofluids",2,2
"853","microfluidics",2011,"UV","Biofluids",2,2
"854","microfluidics",2009,"UV","Biofluids",2,2
