Universidad;Nombre;Autores;Autor ID;Author(s) ID;Publicación;Año;Fuente;Citado por;Filiación;Abstract;Index keywords;Idioma de Publicación;Tipo de documento
UdeC;Moran Tamayo Luis Alejandro;Behar O., Sbarbaro D., Marzo A., Trigo Gonzalez M., Fuentealba Vidal E., Moran L.;57189078954;42860975700-7003572137-36704736200-57205266472-57217225446-57189078954-;The use of solar radiation models to derive atmospheric turbidity: An inter-comparison study;2020;Proceedings of the ISES Solar World Congress 2019 and IEA SHC International Conference on Solar Heating and Cooling for Buildings and Industry 2019;0;Solar Energy Research Center (SERC-Chile), Av. Tupper 2007 Piso 4, Santiago, Metropolitan Region, Chile- Faculty of Engineering, University of Concepcion, Víctor Lamas 1290, Concepción, Bío Bío, Chile- University of Antofagasta, Antofagasta, Avenue Angamos 601, Antofagasta, Chile- Antofagasta Energy Development Center (CDEA-UA), Antofagasta, Chile;This study inter-compares the most important retrieval methods that derive atmospheric turbidity from measured Direct Normal Irradiance. A number of parametric solar radiation models are used backward to estimate the atmospheric turbidity indices. To reduce error propagation, each turbidity index are derived using a specific set of models. Then, an inter-comparison between all the selected models are carried out to establish degree of agreement between the models. High-resolution solar radiation data, at one-minute intervals, taken from Plataforma Solar del Desierto de Atacama, is used in this investigation. Results shows that seven models (among 11 models) generally agree well, with a maximum difference of 0.004 in the estimation of the Angstrom coefficient. Besides, Kasten's pyrheliometric method performs as good as sophisticated solar radiation models such as METSTAT, MWLT1, MWLT2, REST and Yang. © 2019. The Authors. Published by International Solar Energy Society Selection and/or peer review under responsibility of Scientific Committee;Solar heating- Turbidity- Angstrom coefficient- Atmospheric turbidity- Direct normal irradiances- Error propagation- Intercomparisons- Retrieval methods- Solar radiation data- Solar radiation model- Solar radiation;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Behar O., Sbarbaro D., Marzo A., Moran L.;57189078954;42860975700-7003572137-36704736200-57189078954-;A simplified methodology to estimate solar irradiance and atmospheric turbidity from ambient temperature and relative humidity;2019;Renewable and Sustainable Energy Reviews;6;Solar Energy Research Center (SERC-Chile), Av. Tupper 2007 Piso 4, Santiago Metropolitan Region, Chile- Faculty of Engineering, University of Concepcion, Víctor Lamas, Concepción, Bío Bío 1290, Chile- University of Antofagasta, Antofagasta, Avenue Angamos 601, Antofagasta, Chile- Antofagasta Energy Development Center (CDEA-UA), Chile;Knowledge of atmospheric turbidity and solar energy resources is essential for optimum planning and operation of solar-powered processes, cleaning of solar devices, energy saving and global warming monitoring. To determine the atmospheric turbidity and solar irradiance, scientists commonly refer to three methods, which are based on ground and/or space instruments. The drawback of these methods is that they do not provide any information about the turbidity of the atmosphere and the intensity of solar irradiance when the instruments are not available. The present study provides an alternative method to quantify the atmospheric turbidity and solar irradiance from measured data of ambient temperature and relative humidity. To overcome the complexity associated with the existing techniques, simple expressions have been proposed to estimate Precipitable Water (PW), Linke's turbidity factor (TL) and aerosols transparency coefficient (k). High quality radiometric databases, recorded at PSDA station, located in the Atacama Desert, Chile, are used to validate the new method. The proposed PW's expression has shown a Mean Bias Error (MBE) of 4.19%, better than the one used in REST2v5 solar radiation code, which has a MBE of 8.06%. Besides, the new method introduced herein, estimates TL with a MBE of 1.31%, which corresponds to a Mean Absolute Error (MAE) and Root Mean Square Error (RMSE) of 7.64% and 10.22% respectively. The method has successively predicted the Direct Normal Irradiance (DNI) with a high accuracy. Indeed, the average deviation (MBE) from the measured DNI is less than 1%, which corresponds to a MAE and RMSE of 3.29% and 5.21% respectively. The careful analysis of the results reveals strong influence of the atmospheric turbidity's uncertainty on the prediction uncertainty of DNI. © 2019;Aerosols- Energy conservation- Errors- Global warming- Mean square error- Solar energy- Solar radiation- Temperature- Turbidity- Uncertainty analysis- Atacama desert , Chile- Atmospheric turbidity- Direct normal irradiances- Linke's turbidity factor- Prediction uncertainty- Root mean square errors- Solar irradiances- Temperature and relative humidity- Atmospheric humidity;English;Article
UdeC;Moran Tamayo Luis Alejandro;Morán L., Sbarbaro D., Ortega F., Espinoza J.;57189078954;57189078954-7003572137-57215320794-35599816000-;Electrical energy consumption characterization of open-pit mining and mineral processing operations towards the use of renewable energy sources;2019;2019 IEEE Industry Applications Society Annual Meeting, IAS 2019;4;Universidad de Concepción, Electrical Engineering Dept., Concepción, Chile;The mining sector is increasing its electrical energy consumption to face falling ore grade and more complex ore deposits. This scenario has meant a higher carbon footprint and high energy cost. Mining and mineral processing operations are energy intensive, and therefore, the identification of opportunities for reducing the cost associated with energy is of paramount importance. In this context, the characterization of electrical energy consumptions of the different processes in mining and mineral processing operations is a crucial task towards the development of strategies for increasing energy efficiency and the evaluation of renewable energy sources. This work, based on real data obtained from different Chilean open-pit mining sites, presents the characterization of key electrical energy consumptions for major mining and mineral processing operations. Several initiatives for energy management and the use of renewable energy are identified and analyzed by using this information. © 2019 IEEE.;Carbon footprint- Energy efficiency- Energy utilization- Mineral industry- Minerals- Ore deposits- Renewable energy resources- Electrical energy consumption- High-energy costs- Mineral processing- Mining sector- Ore grades- Renewable energy source- Use of renewable energies- Open pit mining;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Silva J., Espinoza J., Jose.espinoza@udec.cl, Sbarbaro D., Dsbarbar@udec.cl, Moran L., Lmoran@udec.cl, Rohten J., Vaccaro L.;57189078954;57190765306-35599816000-7003572137-57189078954-54947327900-21935399500-;Fast mpc algorithm for a grid tied photovoltaic system based on a multilevel inverter;2019;IECON Proceedings (Industrial Electronics Conference);1;University of Concepción, Electrical Engineering Department, Concepción, Chile- Dept. of Elec. & Electronic Eng, Universidad Del Bio-Bio, Concepcion, Chile- DITEN Universita di Genova, Genova, Italy;This paper proposes a mixed linear control and model predictive control (MPC) scheme with extended horizon for a neutral point inverter topology (NPC) for photovoltaic applications connected to the AC network. The strategy is able to minimize the unbalance of the voltages of the capacitors in the DC link and to draw a sinusoidal current on the network with a unity displacement power factor. Unlike other MPCs, the resulting algorithm is easy to implement, the weighing factors of the cost function are not needed, and the computational cost is reduced. These advantages are added to the ability to operate the photovoltaic module at the point of maximum power (MPP). © 2019 IEEE.;Cost functions- Industrial electronics- Linear control systems- Model predictive control- Photovoltaic cells- Predictive control systems- Topology- Computational costs- Displacement power factor- Inverter topologies- Multilevel inverter- Photovoltaic applications- Photovoltaic modules- Photovoltaic systems- Sinusoidal currents- Electric inverters;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Villarroel F., Espinoza J., Pérez M., Ramírez R., Baier C., Morán L.;57189078954;36184868800-35599816000-7403043717-55570041700-14833891400-57189078954-;Shortest horizon FCS-MPC output voltage tracking in non-minimum phase boost-type converters;2019;IECON Proceedings (Industrial Electronics Conference);3;Universidad de Concepción, Departamento de Ingeniería Eléctrica, Concepción, 160-C, Chile- Universidad Técnica Federico Santa María, Departamento de Electrónica, Valparaíso, 110-V, Chile- Universidad de Talca, Departamento de Ingeniería Eléctrica, Curicó, 747-C, Chile;Finite Control Set Model Predictive Control is an emerging alternative for the control of power converters. Its main advantages are its conceptual simplicity, fast control response, flexibility and direct consideration of non linearities as well as constraints. Due to computational constraints, short prediction horizons are usually desired in power converters. However, control issues may appear when applied in topologies that exhibit non-minimum phase behavior such as active front end rectifiers and boost dc-dc converters. This work proposes the use of the concept of statically equivalent outputs in order to control these systems with the shortest prediction horizon. The proposed predictive controller partially inverts the plant dynamics, determining an auxiliary output by means of nonlinear control tools. Theoretical and simulated results show the feasibility of the proposal. © 2019 IEEE.;Industrial electronics- Model predictive control- Predictive control systems- Rectifying circuits- Active front end rectifiers- Boost DC-DC converter- Computational constraints- Conceptual simplicity- Non linear control- Non-minimum phase behavior- Prediction horizon- Predictive controller- DC-DC converters;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Sbarbaro D., Pena R., Moran L.;57189078954;7003572137-7102371917-57189078954-;Energy optimization of mineral processing operations through optimal energy and inventory management;2018;;2;Department of Electrical Engineering, Universidad de Concepcion, Concepcion, Chile;Mineral processing plants are facing scenarios of increasing energy demand in Chile. Since many mineral processing plants are located in desert regions with high solar radiation levels, companies are looking at solar energy, as a renewable energy source, to supply their energy needs. This work describes two examples of Solar Energy Systems (SES) integration into mineral processing plants. They provide an overview of the current challenges and deliver some lights about opportunities for further developments. The first example describes a hybridization strategy- i.e. a combination of different energy resources, to meet the energy demand of a large water pumping station. The second example illustrates an application where a load shifting strategies is designed to match the cyclic behavior of the energy sources. The main conclusion of this work, is that given the characteristics of solar energy systems and the operation of current mineral processing plants, optimization and control are key enabling techniques to make an efficient use of this renewable energy source. Further work is underway to look at the development of case study for a Chilean mineral processing plants. The application of this approach to other areas such as comminution circuits will be also explored. © 2018;Demand side management- Electric utilities- Energy management- Energy storage- Inventory control- Natural resources- Solar energy- Comminution circuits- Inventory management- Mineral processing- Mineral processing plants- Optimization and control- Real-time optimization- Renewable energy source- Water pumping stations- Minerals;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Reyes M., Espinoza J., Moran L., Kouro S.;57189078954;57217518621-35599816000-57189078954-55897205100-;PV farm operation withindependent reactive power compensation regardless of the active power level generation;2018;Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society;0;Electrical Engineering Department, Concepcion University Concepcion, Chile, Chile;This paper proposes an algorithm that effectively allows a PV plant to inject a given amount of reactive power into the grid regardless of the irradiance and temperature levels. In the presence of irradiance (daylight hours), the system injects active and reactive power into the grid, and the losses of the topology are supplied from the PV. Under absence of irradiance (clouds and at night) the system keeps the reactive power level into the grid, and the losses of the converter are supplied by the grid. Moreover, the proposed algorithm is capable of injecting a constant and given amount of reactive power during the transitions among the operating modes regardless of the active power level being injected into the grid. Thus, providing an overall robust ancillary service to support the grid. © 2018 IEEE.;Industrial electronics- Reactive power- Static synchronous compensators- Active and Reactive Power- Active power- Ancillary service- Maximum power point- Operating modes- PV system- Reactive power compensation- Temperature level- Electric power transmission networks;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;González M., Morán L., Espinoza J., Larenas F., González-Torres I.;57189078954;57205888960-57189078954-35599816000-57205882268-57200164618-;Real-time simulation of a high-power cycloconverter drive;2018;Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society;0;Electrical Engineering Department, Universidad de Concepción, Concepción, Chile- Engineering Department CIEP - UASLP, S.L.P., Mexico;This paper presents the use of a real-time simulation platform for the study of a high-power cycloconverter drive. Advantages of this strategy are reported, especially when compared to off-line simulation tools when evaluating electrical systems in presence of complex high-power static converters. Characteristics of a cycloconverter drive are presented, together with a real-time simulation model running in a multi-core platform from OPAL-RT. Time-domain simulation results with a time-step of 50µs are shown. Capabilities of the model are exemplified with the analysis of two harmonic-current compensation strategies and the integration of the model with an external power converter for a power-hardware-in-the-loop application. © 2018 IEEE.;AC-AC power converters- Harmonic analysis- Industrial electronics- Time domain analysis- Harmonics- High power drives- Inter-harmonics- Real time simulations- Subharmonics- Simulation platform;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Silva F., Moran L., Torres M., Weishaupt C.;57189078954;57192238577-57189078954-56368042000-36184764400-;A method to evaluate cycloconverters commutation robustness under voltage variations in mining distribution systems;2016;IEEE Industry Application Society, 52nd Annual Meeting: IAS 2016;1;Electrical Engineering Dept., University of Concepción, Chile- Operation and Planning Dept., Transelec Inc., Santiago, Chile;This paper analyzes the influence of frequency and voltage variation over the commutation of thyristors in high power cycloconverters. The analysis demonstrates that frequency and voltage variations can cause commutation failures generating significant damages in cycloconverters. In addition, the paper shows how to determine the maximum frequency and voltage variations that will not affect commutation between thyristors, information that can be later used for the correct setting of protection relays. The analysis is complemented with simulated results using data obtained from high power thyristors used in commercially available cycloconverters. Finally, a commutation failure in a 15 MW grinding mill cycloconverter drive is presented and analyzed. © 2016 IEEE.;Digital storage- Electric commutation- Thyristors- Commutation failure- Distribution systems- High power- Maximum frequency- Protection relay- Simulated results- Under voltage- Voltage variation- AC-AC power converters;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Rivera M., Moran L., Toledo S., Espinoza J.;57189078954;35230846600-57189078954-57189039968-35599816000-;An overview of solar energy in Chile [Una Vision General de la Energia Solar en Chile];2016;2016 IEEE International Conference on Automatica, ICA-ACCA 2016;0;Department of Electrical Engineering, Faculty of Engineering, Universidad de Talca, Curicó, PB3341717, Chile;The generation of electricity from photovoltaic solar energy is an excellent choice to meet the growing energy demand while combating the harmful effects on the environment caused by fossil fuels. Climatic and environmental characteristics of northern Chile show encouraging conditions for the implementation of photovoltaic solar technology. In this study relevant data that contribute to the current status and projections of photovoltaic plants in Chile are presented. © 2016 IEEE.;Environmental technology- Fossil fuels- Photovoltaic effects- Power electronics- Solar energy- Energy demands- Environmental characteristic- Harmful effects- PhotoVoltaic plant- Photovoltaic solar energy- Plant Factor- Renewable energies- Solar technology- Solar power generation;Spanish;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Montorfano M., Sbarbaro D., Moran L.;57189078954;57104870800-7003572137-57189078954-;Economic and technical evaluation of solar-assisted water pump stations for mining applications: A case of study;2016;IEEE Transactions on Industry Applications;20;Department of Electrical Engineering, Universidad de Concepción, Concepción, 4070409, Chile- Inforsa, Nacimiento, Chile;Nowadays, energy and water are some of the most important issues facing the mining industry. Many mines are located in desert areas, and they need to pump water from isolated wells or from the ocean. Therefore, in order to satisfy the water demand, many high-power water pump stations are required. The operation of these systems is expensive due to the high energy cost. This paper presents a case of study of a solar photovoltaic (PV) system to assist the operation of a water pump station of a mineral processing operation in Chile. An economical analysis is carried out with respect to different design variables and the percentage of the total power required for operating the system in the less favorable conditions (degree of assistance). It is demonstrated that the maximum net present value is obtained for the maximum assistance, i.e., supplying the full energy in the less favorable conditions. However, the internal rate of return will be maximized at the point where the system only supplies the energy to satisfy the full demand at the most favorable conditions. Finally, the study shows that from an economical point of view, PV technology is an attractive alternative to support the mining operation at present time. © 1972-2012 IEEE.;Earnings- Mineral industry- Pumps- Solar energy- Solar power generation- Economical analysis- Favorable conditions- Internal rate of return- Mineral processing- Net present value- Power generation economics- Solar photovoltaic system- Technical evaluation- Economic analysis;English;Article
UdeC;Moran Tamayo Luis Alejandro;Aliaga R., Munoz J., Cadena F., Cossuta P., Aguirre M., Moran L.;57189078954;57189219896-7402869772-57191256955-56340542700-57195257569-57189078954-;Experimental implementation of an electronic load for global maximum power point tracking;2016;2016 IEEE 2nd Annual Southern Power Electronics Conference, SPEC 2016;0;Department of Electrical Engineering, Universidad de Talca, Curicó, Chile- CIDEI, Instituto Tecnológico de Buenos Aires, Buenos Aires, Argentina- Department of Electrical Engineering, Universidad de Concepción, Concepción, Chile;This work deals with the partial shading effect in the power curve of a PV solar array. Using a semiconductor device - MOSFET or IGBT - as electronic load added to a buck converter, it is possible to scan the power curve of a photovoltaic string and therefore empirically determine its optimum voltage, even in presence of partial shading. The aim of this paper is to give experimental details regarding the laboratory implementation of a proof-of-concept prototype meant to detect the Global Maximum Power Point. Three cases are presented that consider the partial shading effect of a PV string, with disturbances of different sizes and shapes. In the last part a novel exciting signal is presented, which allows to reduce the scanning time of the power curve. The experimental results illustrate the performance of the implemented circuit. © 2016 IEEE.;DC-DC converters- Maximum power point trackers- MOSFET devices- Power electronics- Solar cell arrays- Buck converters- Electronic load- Global maximum- Global maximum power point tracking- Optimum voltages- Partial shading- Partial shading effects- Proof of concept- Global optimization;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Silva J., Espinoza J., Rohten J., Moran L., Espinosa E., Baier C., Munoz J.;57189078954;57190765306-35599816000-54947327900-57189078954-24921485500-14833891400-7402869772-;Extended-horizon finite-control-set predictive control of a multilevel inverter for grid-tie photovoltaic;2016;ECCE 2016 - IEEE Energy Conversion Congress and Exposition, Proceedings;0;Electrical Engineering Department, University of Concepción, Concepción, Chile- Department of Electrical and Electronic Engineering, Universidad Del Bío-Bío, Concepción, Chile- DEENR, Catholic University of the Most Holy Concepcion, Concepción, Chile- Department of Industrial Technologies, University of Talca, Talca, Chile;This paper proposes a control scheme composed by a linear control and a predictive algorithm with extended horizon for a three-level neutral-point-clamped (NPC) inverter topology for grid-tie photovoltaic applications. The proposed strategy is capable to balance the capacitor voltages at the DC link and to generate a sinusoidal current at the grid side with a unitary power factor. Differently to other approaches, the proposed scheme is easy to digitally implement, and does not need to retune the controller cost function weighting parameters, and reduces the computational effort. These advantages are added to the capability to operate photovoltaic modules at the maximum power point (MPP). Results validate the proposed control methods and the mathematical analysis. © 2016 IEEE.;Cost functions- Electric inverters- Energy conversion- Linear control systems- Photovoltaic cells- Grid-Tie Inverter- Mathematical analysis- Multilevel converter- Photovoltaic applications- Photovoltaic systems- Predictive algorithms- Three-level neutral point clamped- Unitary power factor- Model predictive control;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Moran L., Albistur C.A., Burgos R.;57189078954;57189078954-56023937600-7004843822-;Multimega VAR Passive Filters for Mining Applications: Practical Limitations and Technical Considerations;2016;IEEE Transactions on Industry Applications;34;Electrical Engineering Department, University of Concepción, Concepción, 4122305, Chile- Virginia Polytechnic Institute and State University, Blacksburg, VA 24061, United States;This paper analyzes and proposes technical considerations for the selection and design of passive filter schemes rated at several mega VARs to compensate reactive power and current harmonics in mining power distribution systems. The paper includes technical information and analysis required to select the most adequate passive filter topology, to select the tuning frequency for each unit, to calculate filter parameters, and to distribute reactive power between passive filters. Passive filter schemes analyzed in this paper are used to compensate mining power distribution systems, especially when high-power grinding mill drives energized from 12-pulse cycloconverters are used in conjunction with several other nonlinear loads. This paper also analyzes technical limitations that passive filters present in the attenuation of low-frequency current harmonics. Finally, two power distribution systems with different passive filters schemes are evaluated, and the limitations in the attenuation of low-frequency current harmonics generated by cycloconverters are demonstrated with measured results. © 1972-2012 IEEE.;AC-AC power converters- Bandpass filters- Filtration- Harmonic analysis- Power quality- Reactive power- Current harmonic compensation- Current harmonics- Inter-harmonics- Low-frequency currents- Power distribution system- Power distributions- Technical information- Technical limitations- Passive filters;English;Article
UdeC;Moran Tamayo Luis Alejandro;Acuña P., Morán L., Rivera M., Aguilera R., Burgos R., Agelidis V.G.;57189078954;57125933500-57189078954-35230846600-22233432100-7004843822-7003492499-;A single-objective predictive control method for a multivariable single-phase three-level NPC converter-based active power filter;2015;IEEE Transactions on Industrial Electronics;113;University of New South Wales, Sydney, NSW 2052, Australia- Universidad de Concepción, Concepción, 160-C, Chile- Universidad de Talca, Talca, 685, Chile- Virginia Polytechnic Institute, State University, Blacksburg, VA 24061, United States;A single-objective predictive control method that deals with four main control objectives applied to a multivariable single-phase three-level neutral-point-clamped converter operating as an active power filter is proposed in this paper. The four control objectives are to self-support the dc-bus voltage under load variations, to compensate the reactive power and the current harmonics, and to balance the dc capacitor voltages by using a predefined combination of the redundant switching states of the converter. The main contribution of the proposed method is that these objectives are accomplished without using weighting factors in the cost function, which eliminates problems such as multiobjective optimization or additional empirical procedures for determination of these factors. As a result, the method is easy to implement and rapidly selects the optimal voltage to improve the dynamic-state performance. Experimental results from a 2-kVA prototype are presented to prove that the method is valid for single-phase compensation. The well-known effect of model parameter errors' issue, which is inherent in predictive control methods, is also tested to confirm that the harmonic distortion in the grid current is below 5% even when the predictive model has a 25% error between actual and theoretically estimated grid impedance values. © 1982-2012 IEEE.;Active filters- Cost functions- Electric inverters- Electric power distribution- Harmonic analysis- HVDC power transmission- Model predictive control- Modulation- Multiobjective optimization- Power control- Power converters- Power quality- Predictive control systems- Pulse width modulation- Quality control- Reactive power- Smart power grids- Torque converters- Voltage control- Control design- DC-AC power converters- High voltage techniques- Multi-level systems- Power conversion harmonics- Power distributions- Power harmonic filters- Predictive control- Predictive models- Pulse width modulation converters- Smart grid- Electric power system control;English;Article
UdeC;Moran Tamayo Luis Alejandro;Montorfano M., Sbarbaro D., Moran L.;57189078954;57104870800-7003572137-57189078954-;Economic and technical evaluation of solar assisted water pump stations for mining applications: A case of study;2015;IEEE Industry Application Society - 51st Annual Meeting, IAS 2015, Conference Record;2;Department of Electrical Engineering, Universidad de Concepción, Concepción, Chile;Nowadays energy and water are some of the most important issues facing mining industry. Many mines are located in desert areas and they need to pump water from isolated wells or from the ocean. To satisfy the water demand many high power water pump stations are required. The operation of these systems is expensive due to the high-energy cost. This paper presents a case of study of a solar system to assist the operation of a water pump station of a mineral operation in Chile. An economical analysis is carried out with respect to different design variables and the percentage of the total power required for operating the system in the less favorable conditions (degree of assistance). It demonstrates that the maximum net present value is obtained for the maximum assistance, i.e. supplying the full energy in the less favorable conditions. However, the internal rate of return will be maximized at the point where the system only supplies the energy to satisfy the full demand at the most favorable conditions. Finally the study shows that from an economical point of view PV technology is an attractive alternative to support the mining operation at present time. © 2015 IEEE.;Earnings- Economic analysis- Interactive computer systems- Mineral industry- Pumps- Solar energy- Solar power generation- Economical analysis- Favorable conditions- High-energy costs- Internal rate of return- Mining operations- Net present value- Power generation economics- Technical evaluation- Industrial economics;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Jiménez-Estévez G., Palma-Behnke R., Román Latorre R., Morán L.;57189078954;23008726600-9633907900-56543599800-57189078954-;Heat and Dust: The Solar Energy Challenge in Chile;2015;IEEE Power and Energy Magazine;21;University of Chile, Solar Energy Research Center, Chile- University of Concepcíon, Solar Energy Research Center, Chile;Chile offers unique conditions for the development of solar energy solutions. The new government is drawing up an ambitious road map for the development of solar energy. Some visions include the positioning of Chile as a regional solar energy exporter. This article examines this trend, based on the development of the power sector, the power market, analysis models, innovation opportunities, and the public policies implemented over the past ten years. It provides an overview of the solar energy scenario for Latin America and examines the technical challenges faced by the various solar technologies, and it discusses transmission systems and storage solutions. The issues of citizen empowerment, community engagement, and sustainable development in the context of solar energy development in the region are discussed along with the need for development of the human capital required to address alternative solar energy challenges from a technical and social standpoint. © 2003-2012 IEEE.;Distributed computer systems- Electric power transmission- Power markets- Sustainable development- Community engagement- Energy development- Energy scenarios- Energy solutions- Solar technology- Storage solutions- Technical challenges- Transmission systems- Solar energy;English;Article
UdeC;Moran Tamayo Luis Alejandro;Aravena P.A., Morán L.A., Burgos R., Astudillo P., Olivares C., Melo D.A.;57189078954;35298447900-57189078954-7004843822-35298350400-35300512200-56490122900-;High-power cycloconverter for mining applications: Practical recommendations for operation, protection, and compensation;2015;IEEE Transactions on Industry Applications;8;Universidad de Concepción, Concepción, 160-C, Chile- Virginia Polytechnic Institute, State University, Blacksburg, VA 24061, United States- Siemens S.A., Santiago, 242-V, Chile;This paper presents practical aspects related with the operation, compensation, and protection of high-power cycloconverters used in the mining industry. Practical recommendations related with startup, compensation requirements, operational characteristics, and unexpected shutdown process are described. Fuseless characteristics of modern cycloconverters are also discussed. Relevant current waveforms associated with the operation of a 20-MW synchronous motor semiautogenous grinding mill drive are presented, as well as current and voltage waveforms under fault operating conditions. © 1972-2012 IEEE.;Electric drives- Harmonic distortion- Plant shutdowns- Power electronics- Reactive power- Synchronous motors- Thyristors- AC-AC power conversion- Operating condition- Operational characteristics- Practical recommendation- Protective relaying- Semiautogenous grinding mills- Synchronous motor drives- Thyristor converters- AC-AC power converters;English;Article
UdeC;Moran Tamayo Luis Alejandro;Morán L., Albistur C., Burgos R.;57189078954;57189078954-56023937600-7004843822-;Multi-mega VAR passive filters for mining applications: Practical limitations and technical considerations;2015;IEEE Industry Application Society - 51st Annual Meeting, IAS 2015, Conference Record;2;Electrical Eng. Department, University of Concepción, Concepción, Chile- Virginia Polytechnique Inst., Blacksburg, VA, United States;This paper analyzes and proposes technical considerations for the selection and design of passive filter schemes rated at several mega-vars to compensate reactive power and current harmonics in mining power distribution systems. The paper includes technical information and analysis required to select the most adequate passive filter topology, to select the tuning frequency for each unit, to calculate filter parameters, and to distribute reactive power between passive filters. Passive filter schemes analyzed in this paper are used to compensate mining power distribution systems, especially when high power grinding mill drives energized from 12-pulse cycloconverters are used in conjunction with several other nonlinear loads. The manuscript also analyzes technical limitations that passive filters present in the attenuation of low frequency current harmonics. Finally, two power distribution systems with different passive filters schemes are evaluated, and the limitations in the attenuation of low frequency current harmonics generated by cycloconverters are demonstrated with measured results. © 2015 IEEE.;AC-AC power converters- Bandpass filters- Filtration- Harmonic analysis- Power quality- Reactive power- Current harmonic compensation- Current harmonics- Inter-harmonics- Low-frequency currents- Power distribution system- Power distributions- Technical information- Technical limitations- Passive filters;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Espinosa E.E., Espinoza J.R., Melín P.E., Ramírez R.O., Villarroel F., Muñoz J.A., Morán L.;57189078954;24921485500-35599816000-24921630600-55570041700-36184868800-7402869772-57189078954-;A new modulation method for a 13-level asymmetric inverter toward minimum THD;2014;IEEE Transactions on Industry Applications;42;Department of Electrical Engineering, University of Concepción, Concepción 160-C, Chile;An asymmetric inverter features different dc-link voltages for each power cell and depending on the dc voltage ratios, there are binary, trinary, etc., asymmetric topologies. In particular, the trinary one can provide a waveform with 3n levels, where n is the number of cells connected in cascade. Hence, for n = 3, an output voltage with 27 levels can be obtained, ensuring a low total harmonic distortion (THD) and reduced dv/dt. However, when the load consumes active power, some power cells of the inverter can operate in regeneration mode, complicating the topology and control. To overcome this problem, a new modulation method for asymmetric inverters is presented. It features an ac output voltage of 13 levels for n = 3, and ensures unidirectional power flow in every power cell. This new modulation method also provides a voltage waveform with low dv/dt and reduced THD (5.7%). To confirm the approach, power flow and sensitivity analysis to changes in the dc voltage ratios are performed. Finally, simulation and experimental results are provided. © 2014 IEEE.;Cells- Cytology- Modulation- Topology- Wave filters- DC voltage ratio- DC-AC power converters- DC-link voltages- Multilevel converter- New modulation- Output voltages- Total harmonic distortion (THD)- Voltage waveforms- Electric inverters;English;Conference Paper
UdeC;Moran Tamayo Luis Alejandro;Albistur C.F., Aravena P.A., Morán L.A., Espinoza J.R.;57189078954;57214280782-35298447900-57189078954-35599816000-;A simple predictive method to estimate flicker;2014;IEEE Transactions on Industry Applications;6;Department of Electrical Engineering, Faculty of Engineering, Universidad de Concepción, Concepción 4030000, Chile;This paper presents a method for predicting the flicker level that is generated by the high-power load in a distribution system. Through the development of the Flickermeter that met the International Electrotechnical Commission requirements, a reference curve is obtained based on the variation of voltage and the amount of changes per minute of the load. The purpose of this prediction is to determine if the load operation will produce flicker before being connected to the electrical system. This analysis cannot be developed by power system software due to the Flickermeter complexity and the amount of data that is required for processing. © 1972-2012 IEEE.;Algorithms- Electric load forecasting- Estimation- Power quality- Voltage measurement- Distribution systems- Electrical systems- International Electrotechnical Commission- Load operations- Measurement standards- Power system software- Predictive methods- Reference curves- Flickering;English;Conference Paper
